,work_year,experience_level,employment_type,job_title,remote_ratio,company_location,company_size,salary_usd
538,2023,MI,1,Data Engineer,0,US,2,115092
539,2023,MI,1,Machine Learning Engineer,0,US,2,130000
540,2023,MI,1,Machine Learning Engineer,0,US,2,90000
541,2023,SE,1,Data Scientist,100,US,2,173000
542,2023,SE,1,Data Scientist,100,US,2,132000
543,2023,SE,1,Data Analyst,0,US,2,208049
544,2023,SE,1,Data Analyst,0,US,2,128500
545,2023,SE,1,Analytics Engineer,0,US,2,179820
546,2023,SE,1,Analytics Engineer,0,US,2,143860
547,2023,SE,1,Data Engineer,0,US,2,167500
548,2023,SE,1,Data Engineer,0,US,2,106500
549,2023,SE,1,Data Scientist,100,US,2,275300
550,2023,SE,1,Data Scientist,100,US,2,183500
551,2023,MI,1,Data Engineer,0,US,2,149600
552,2023,MI,1,Data Engineer,0,US,2,102000
553,2023,EX,1,Data Scientist,0,US,2,145000
554,2023,EX,1,Data Scientist,0,US,2,100000
555,2023,SE,1,Data Analyst,100,US,2,190000
556,2023,SE,1,Data Analyst,100,US,2,95000
557,2023,SE,1,Data Analyst,0,US,2,153600
558,2023,SE,1,Data Analyst,0,US,2,106800
559,2023,MI,1,Data Scientist,0,IE,2,109800
560,2023,MI,1,Data Scientist,0,IE,2,91500
561,2023,MI,1,Data Analyst,0,US,2,128000
562,2023,MI,1,Data Analyst,0,US,2,85000
563,2023,MI,1,Data Engineer,0,US,2,151000
564,2023,MI,1,Data Engineer,0,US,2,140000
565,2023,SE,1,Data Scientist,100,US,2,275300
566,2023,SE,1,Data Scientist,100,US,2,183500
567,2023,SE,1,Machine Learning Scientist,0,US,2,220000
568,2023,SE,1,Machine Learning Scientist,0,US,2,170000
569,2023,SE,1,Data Analyst,0,US,2,135000
570,2023,SE,1,Data Analyst,0,US,2,105500
571,2023,SE,1,Data Analyst,100,US,2,100000
572,2023,SE,1,Data Analyst,100,US,2,80000
573,2023,EN,1,Autonomous Vehicle Technician,0,GH,1,7000
574,2023,EN,1,Applied Machine Learning Scientist,50,DE,2,48800
575,2023,SE,1,Data Engineer,100,CA,2,160000
576,2023,SE,1,Data Engineer,100,CA,2,145000
577,2023,MI,1,Data Analyst,0,US,2,154000
578,2023,MI,1,Data Analyst,0,US,2,143000
579,2023,MI,1,Data Scientist,0,GB,2,91650
580,2023,MI,1,Data Scientist,0,GB,2,59220
581,2023,EN,1,Data Scientist,0,US,2,190000
582,2023,EN,1,Data Scientist,0,US,2,120000
583,2023,MI,1,Data Scientist,0,GB,2,98700
584,2023,MI,1,Data Scientist,0,GB,2,59220
585,2023,MI,1,Data Scientist,0,GB,2,126900
586,2023,MI,1,Data Scientist,0,GB,2,84600
587,2023,SE,1,Data Engineer,0,US,2,150000
588,2023,SE,1,Data Engineer,0,US,2,111000
589,2023,EX,1,Data Engineer,0,US,2,265000
590,2023,EX,1,Data Engineer,0,US,2,235000
591,2023,EN,1,Data Scientist,50,CH,3,123200
592,2022,MI,1,Data Scientist,100,DE,2,85400
593,2023,SE,1,Data Engineer,100,US,2,160000
594,2023,SE,1,Data Engineer,100,US,2,130000
595,2023,MI,1,Data Engineer,100,US,2,75000
596,2023,MI,1,Data Engineer,100,US,2,60400
597,2023,EN,1,Data Analyst,100,US,2,85000
598,2023,EN,1,Data Analyst,100,US,2,75000
599,2023,SE,1,Data Engineer,0,US,2,252000
600,2023,SE,1,Data Engineer,0,US,2,129000
601,2023,EN,1,Data Engineer,100,US,2,92700
602,2023,EN,1,Data Engineer,100,US,2,61800
603,2022,SE,1,Lead Data Scientist,100,IE,3,200080
604,2023,MI,1,Data Scientist,100,DE,2,68320
605,2023,MI,1,Data Analyst,100,US,2,83500
606,2023,MI,1,Data Analyst,100,US,2,52500
607,2023,SE,1,Data Scientist,0,US,2,201036
608,2023,SE,1,Data Scientist,0,US,2,134024
609,2023,SE,1,Data Analyst,100,US,2,165000
610,2023,SE,1,Data Analyst,100,US,2,140000
611,2023,EN,1,Data Engineer,100,US,2,62000
612,2023,EN,1,Data Engineer,100,US,2,58000
613,2023,SE,1,Data Scientist,0,US,2,172000
614,2023,SE,1,Data Scientist,0,US,2,115000
615,2023,EN,1,Data Engineer,0,US,2,125000
616,2023,EN,1,Data Engineer,0,US,2,90000
617,2023,SE,1,Data Engineer,0,US,2,163800
618,2023,SE,1,Data Engineer,0,US,2,126000
619,2023,SE,1,Data Scientist,100,US,2,237000
620,2023,SE,1,Data Scientist,100,US,2,145000
621,2023,MI,1,Data Engineer,100,US,2,90000
622,2023,MI,1,Data Engineer,100,US,2,90000
623,2023,SE,1,Data Engineer,0,US,2,139500
624,2023,SE,1,Data Engineer,0,US,2,109400
625,2023,SE,1,Data Scientist,0,CA,2,258000
626,2023,SE,1,Data Scientist,0,CA,2,190000
627,2023,MI,1,Data Engineer,0,US,2,145000
628,2023,MI,1,Data Engineer,0,US,2,120000
629,2023,SE,1,Data Engineer,0,US,3,205600
630,2023,SE,1,Data Engineer,0,US,3,105700
631,2023,SE,1,Data Engineer,0,US,2,252000
632,2023,SE,1,Data Engineer,0,US,2,129000
633,2023,SE,1,Data Scientist,0,US,2,239748
634,2023,SE,1,Data Scientist,0,US,2,159832
635,2023,SE,1,Data Scientist,100,US,2,186300
636,2023,SE,1,Data Scientist,100,US,2,102500
637,2023,SE,1,Data Engineer,0,US,2,165000
638,2023,SE,1,Data Engineer,0,US,2,132300
639,2023,SE,1,Data Scientist,0,US,2,190000
640,2023,SE,1,Data Scientist,0,US,2,126000
641,2023,SE,1,Data Architect,100,US,2,149040
642,2023,SE,1,Data Architect,100,US,2,113900
643,2023,SE,1,Data Engineer,100,US,2,153600
644,2023,SE,1,Data Engineer,100,US,2,106800
645,2023,SE,1,Data Engineer,100,US,2,172600
646,2023,SE,1,Data Engineer,100,US,2,107900
647,2023,SE,1,Data Analyst,0,US,2,180180
648,2023,SE,1,Data Analyst,0,US,2,106020
650,2023,SE,1,Data Architect,100,US,2,213120
651,2023,SE,1,Data Analyst,0,US,2,153600
652,2023,SE,1,Data Analyst,0,US,2,100500
653,2023,SE,1,Data Analyst,100,US,2,206500
654,2023,SE,1,Data Analyst,100,US,2,121600
655,2023,SE,1,Data Engineer,0,US,2,260000
656,2023,SE,1,Data Engineer,0,US,2,225000
657,2023,EX,1,Data Engineer,0,US,2,194500
658,2023,EX,1,Data Engineer,0,US,2,115500
659,2023,SE,1,Cloud Database Engineer,100,US,3,170000
660,2023,SE,1,Applied Machine Learning Scientist,100,US,3,90000
661,2023,EN,1,Data Analyst,100,US,2,95000
662,2023,EN,1,Data Analyst,100,US,2,70000
663,2023,SE,1,Data Engineer,0,US,2,275000
664,2023,SE,1,Data Engineer,0,US,2,160000
665,2023,SE,1,Data Analyst,100,US,2,115934
666,2023,SE,1,Data Analyst,100,US,2,81666
667,2023,SE,1,Data Scientist,0,US,2,175000
668,2023,SE,1,Data Scientist,0,US,2,120000
669,2023,SE,1,Machine Learning Engineer,100,US,2,150000
670,2023,SE,1,Machine Learning Engineer,100,US,2,120000
671,2023,SE,1,Research Engineer,0,US,2,200000
672,2023,SE,1,Research Engineer,0,US,2,175000
673,2023,MI,1,Data Analyst,0,US,2,206000
674,2023,MI,1,Data Analyst,0,US,2,130000
675,2023,SE,1,Data Architect,100,GB,2,138000
676,2023,SE,1,Data Architect,100,GB,2,92000
677,2023,SE,1,Data Manager,0,CO,2,65000
678,2023,SE,1,Data Manager,0,CO,2,48000
679,2023,SE,1,Data Analyst,100,US,2,110000
680,2023,SE,1,Data Analyst,100,US,2,75000
681,2023,SE,1,Analytics Engineer,0,US,2,130000
682,2023,SE,1,Analytics Engineer,0,US,2,87000
683,2023,MI,1,Data Analyst,0,US,2,160000
684,2023,MI,1,Data Analyst,0,US,2,112000
685,2023,MI,1,Data Engineer,0,US,2,162500
686,2023,MI,1,Data Engineer,0,US,2,130000
688,2023,SE,1,Data Science Manager,0,US,2,245100
689,2023,MI,1,Data Scientist,0,US,2,145000
690,2023,MI,1,Data Scientist,0,US,2,100000
691,2023,SE,1,Data Engineer,0,US,2,147100
692,2023,SE,1,Data Engineer,0,US,2,90700
693,2023,EN,1,Data Engineer,0,US,2,115100
694,2023,EN,1,Data Engineer,0,US,2,73900
695,2023,SE,1,Data Engineer,0,US,2,168400
696,2023,SE,1,Data Engineer,0,US,2,105200
697,2023,SE,1,Data Scientist,0,US,2,210000
698,2023,SE,1,Data Scientist,0,US,2,160000
699,2023,MI,1,Data Scientist,0,US,2,145000
700,2023,MI,1,Data Scientist,0,US,2,100000
701,2023,SE,1,Applied Scientist,0,US,3,222200
702,2023,SE,1,Applied Scientist,0,US,3,136000
703,2023,MI,1,Data Analyst,0,US,2,100000
704,2023,MI,1,Data Analyst,0,US,2,85000
705,2023,MI,1,Data Engineer,100,GB,2,98700
706,2023,MI,1,Data Engineer,100,GB,2,66975
707,2023,EX,1,Data Scientist,0,US,2,200000
708,2023,EX,1,Data Scientist,0,US,2,145000
709,2023,MI,1,Data Engineer,0,US,2,140000
710,2023,MI,1,Data Engineer,0,US,2,95000
711,2023,SE,1,Data Analyst,100,US,2,185000
712,2023,SE,1,Data Analyst,100,US,2,120250
713,2023,MI,1,Financial Data Analyst,100,US,3,130000
714,2023,SE,1,Data Scientist,0,US,2,205000
715,2023,SE,1,Data Scientist,0,US,2,140000
717,2023,SE,1,Data Scientist,100,US,2,198200
718,2023,SE,1,Research Scientist,0,US,2,141288
719,2023,SE,1,Research Scientist,0,US,2,94192
720,2023,SE,1,Data Infrastructure Engineer,100,US,2,184000
721,2023,SE,1,Data Infrastructure Engineer,100,US,2,143000
722,2023,SE,1,Data Analyst,0,US,2,70000
723,2023,SE,1,Data Analyst,0,US,2,55000
724,2023,SE,1,Analytics Engineer,100,US,2,275300
725,2023,SE,1,Analytics Engineer,100,US,2,183500
726,2023,MI,1,Data Analyst,100,US,2,75000
727,2023,MI,1,Data Analyst,100,US,2,65000
728,2023,MI,1,ML Engineer,0,US,2,160000
729,2023,MI,1,ML Engineer,0,US,2,147000
730,2023,SE,1,Data Architect,100,US,2,149040
731,2023,SE,1,Data Architect,100,US,2,113900
732,2023,MI,1,Software Data Engineer,100,SG,3,74000
733,2023,SE,1,Data Analyst,0,US,2,180180
734,2023,SE,1,Data Analyst,0,US,2,106020
735,2023,MI,1,Data Scientist,100,IN,3,19600
736,2023,EN,1,AI Programmer,0,AU,3,70000
737,2023,EN,1,AI Developer,50,SE,2,80000
738,2023,MI,1,Lead Data Analyst,50,IN,3,21000
739,2023,MI,1,Machine Learning Engineer,0,US,2,250000
740,2023,MI,1,Machine Learning Engineer,0,US,2,150000
741,2023,SE,1,Data Engineer,0,US,2,139500
742,2023,SE,1,Data Engineer,0,US,2,109400
743,2023,SE,1,Data Scientist,0,US,2,105000
744,2023,SE,1,Data Scientist,0,US,2,70000
745,2023,EX,1,Data Engineer,100,US,2,210914
746,2023,EX,1,Data Engineer,100,US,2,116704
747,2023,EN,1,Research Scientist,0,US,2,150000
748,2023,EN,1,Research Scientist,0,US,2,100000
749,2023,SE,1,Data Engineer,0,US,2,146000
750,2023,SE,1,Data Engineer,0,US,2,75000
751,2023,EN,1,Data Analyst,100,US,2,75000
752,2023,EN,1,Data Analyst,100,US,2,60000
753,2023,MI,1,Analytics Engineer,0,US,2,185700
754,2023,MI,1,Analytics Engineer,0,US,2,165000
755,2023,SE,1,Data Engineer,100,US,2,160000
756,2023,SE,1,Data Engineer,100,US,2,130000
757,2023,SE,1,Data Analyst,0,US,2,169000
758,2023,SE,1,Data Analyst,0,US,2,110600
759,2023,SE,1,Data Operations Engineer,100,US,2,193000
760,2023,SE,1,Data Operations Engineer,100,US,2,136850
761,2023,SE,1,Machine Learning Engineer,0,US,2,139500
762,2023,SE,1,Machine Learning Engineer,0,US,2,109400
763,2023,SE,1,Data Engineer,100,US,2,276000
764,2023,SE,1,Data Engineer,100,US,2,178500
765,2023,MI,1,Data Scientist,0,ES,2,67100
766,2023,MI,1,Data Scientist,0,ES,2,54900
767,2023,MI,1,Data Engineer,100,SI,2,85400
768,2023,MI,1,Data Engineer,100,SI,2,54900
769,2023,SE,1,Machine Learning Engineer,0,GB,2,227010
770,2023,SE,1,Machine Learning Engineer,0,GB,2,117453
771,2023,SE,1,Data Engineer,0,GB,2,158907
772,2023,SE,1,Data Engineer,0,GB,2,117453
773,2023,SE,1,Data Engineer,0,US,2,252000
774,2023,SE,1,Data Engineer,0,US,2,129000
775,2022,SE,1,BI Developer,100,US,3,130000
776,2021,MI,1,Data Science Lead,100,US,2,150000
777,2023,SE,1,Data Engineer,0,US,2,163800
778,2023,SE,1,Data Engineer,0,US,2,126000
779,2023,SE,1,ML Engineer,100,CA,2,260000
780,2023,SE,1,ML Engineer,100,CA,2,110000
781,2023,SE,1,Analytics Engineer,100,US,2,170000
782,2023,SE,1,Analytics Engineer,100,US,2,130000
783,2023,SE,1,Machine Learning Engineer,0,US,2,247500
784,2023,SE,1,Machine Learning Engineer,0,US,2,172200
785,2023,SE,1,Data Scientist,0,US,2,239748
786,2023,SE,1,Data Scientist,0,US,2,159832
787,2023,SE,1,Machine Learning Engineer,0,US,2,163800
788,2023,SE,1,Machine Learning Engineer,0,US,2,126000
789,2023,MI,1,Data Scientist,0,US,2,128750
790,2023,MI,1,Data Scientist,0,US,2,106250
791,2023,SE,1,Data Engineer,0,US,2,252000
792,2023,SE,1,Data Engineer,0,US,2,129000
794,2023,SE,1,Data Science Manager,0,US,2,245100
795,2023,MI,1,Data Analytics Manager,0,US,2,155000
796,2023,MI,1,Data Analytics Manager,0,US,2,140000
797,2023,EX,1,Data Engineer,0,US,2,167500
798,2023,EX,1,Data Engineer,0,US,2,106500
799,2023,SE,1,Data Architect,100,US,2,188500
800,2023,SE,1,Data Architect,100,US,2,117000
801,2023,SE,1,Data Analyst,100,US,2,250000
802,2023,SE,1,Data Analyst,100,US,2,138000
803,2023,MI,1,Data Analyst,100,CA,2,130000
804,2023,MI,1,Data Analyst,100,CA,2,100000
805,2023,SE,1,Deep Learning Researcher,0,DE,3,140300
806,2023,SE,1,Data Engineer,0,US,2,140000
807,2023,SE,1,Data Engineer,0,US,2,120000
808,2023,SE,1,BI Analyst,0,US,2,160000
809,2023,SE,1,BI Analyst,0,US,2,135000
810,2023,MI,1,Data Science Manager,0,US,2,104500
811,2023,MI,1,Data Science Manager,0,US,2,70000
812,2023,MI,1,Data Science Consultant,0,US,2,90000
813,2023,MI,1,Data Science Consultant,0,US,2,70000
814,2023,SE,1,Data Engineer,100,US,2,153600
815,2023,SE,1,Data Engineer,100,US,2,106800
816,2023,EN,1,Data Engineer,0,US,2,125000
817,2023,EN,1,Data Engineer,0,US,2,90000
818,2023,MI,1,Research Scientist,100,US,2,185000
819,2023,MI,1,Research Scientist,100,US,2,125000
820,2023,SE,1,Data Analyst,100,US,2,127000
821,2023,SE,1,Data Analyst,100,US,2,94000
822,2023,SE,1,Data Scientist,0,US,2,210550
823,2023,SE,1,Data Scientist,0,US,2,153300
824,2023,MI,1,Data Scientist,100,US,2,200000
825,2023,MI,1,Data Scientist,100,US,2,150000
826,2023,SE,1,Data Analyst,100,US,2,161500
827,2023,SE,1,Data Analyst,100,US,2,119500
828,2023,SE,1,Data Analyst,0,US,2,175000
829,2023,SE,1,Data Analyst,0,US,2,145000
830,2023,SE,1,Data Scientist,0,US,2,175000
831,2023,SE,1,Data Scientist,0,US,2,148750
832,2023,SE,1,Data Analytics Specialist,0,US,2,105000
833,2023,SE,1,Data Analytics Specialist,0,US,2,85000
834,2023,SE,1,Research Scientist,0,US,2,215000
835,2023,SE,1,Research Scientist,0,US,2,146300
836,2023,EN,1,AI Developer,100,DE,3,244000
837,2023,MI,1,Data Engineer,100,MX,2,72000
838,2023,MI,1,Data Engineer,100,MX,2,60000
839,2023,SE,1,Machine Learning Engineer,0,US,2,153400
840,2023,SE,1,Machine Learning Engineer,0,US,2,122700
841,2023,MI,1,Data Engineer,0,US,2,260000
842,2023,MI,1,Data Engineer,0,US,2,175000
843,2023,SE,1,Data Scientist,100,US,2,186300
844,2023,SE,1,Data Scientist,100,US,2,123900
846,2023,MI,1,Research Scientist,100,US,2,150000
847,2023,SE,1,Machine Learning Engineer,0,US,2,153400
848,2023,SE,1,Machine Learning Engineer,0,US,2,122700
849,2023,MI,1,Data Engineer,0,US,2,250000
850,2023,MI,1,Data Engineer,0,US,2,175000
851,2023,MI,1,Data Scientist,50,FR,2,73200
852,2023,SE,1,Data Analyst,0,US,2,185900
853,2023,SE,1,Data Analyst,0,US,2,121700
854,2023,SE,1,Data Analyst,0,US,2,153600
855,2023,SE,1,Data Analyst,0,US,2,106800
856,2023,SE,3,Software Data Engineer,50,AU,2,50000
857,2023,EN,1,Data Analyst,100,US,3,100000
858,2023,SE,1,Machine Learning Engineer,0,US,2,247500
859,2023,SE,1,Machine Learning Engineer,0,US,2,172200
861,2023,EX,1,Data Engineer,100,US,2,239000
862,2023,SE,1,Data Analyst,0,US,2,125000
863,2023,SE,1,Data Analyst,0,US,2,110000
864,2023,EN,1,Data Analyst,0,US,2,150000
865,2023,EN,1,Data Analyst,0,US,2,100000
866,2023,SE,1,Data Scientist,0,US,2,149076
867,2023,SE,1,Data Scientist,0,US,2,82365
868,2023,MI,1,Data Engineer,0,US,2,146000
869,2023,MI,1,Data Engineer,0,US,2,75000
870,2023,SE,1,Machine Learning Engineer,0,US,2,139500
871,2023,SE,1,Machine Learning Engineer,0,US,2,109400
872,2023,SE,1,Data Engineer,0,US,2,139500
873,2023,SE,1,Data Engineer,0,US,2,109400
874,2023,MI,1,Data Engineer,0,US,2,149600
875,2023,MI,1,Data Engineer,0,US,2,102000
876,2023,MI,1,Data Analyst,0,GB,2,112800
877,2023,MI,1,Data Analyst,0,GB,2,56400
878,2023,SE,1,Data Engineer,0,US,2,252000
879,2023,SE,1,Data Engineer,0,US,2,129000
880,2023,SE,1,Data Analyst,0,US,2,95000
881,2023,SE,1,Data Analyst,0,US,2,85500
882,2023,SE,1,Data Analyst,0,US,2,185900
883,2023,SE,1,Data Analyst,0,US,2,121700
884,2023,EN,1,Research Scientist,0,US,2,150000
885,2023,EN,1,Research Scientist,0,US,2,100000
886,2023,MI,1,Data Engineer,0,US,2,145000
887,2023,MI,1,Data Engineer,0,US,2,125000
888,2023,MI,1,Data Scientist,100,US,2,150000
889,2023,MI,1,Data Scientist,100,US,2,97750
890,2023,SE,1,Data Scientist,0,US,2,201000
891,2023,SE,1,Data Scientist,0,US,2,122000
892,2023,SE,1,Data Engineer,0,US,2,252000
893,2023,SE,1,Data Engineer,0,US,2,129000
894,2023,SE,1,Data Analyst,100,US,2,120000
895,2023,SE,1,Data Analyst,100,US,2,75000
896,2023,MI,1,Data Scientist,100,US,2,116990
897,2023,MI,1,Data Scientist,100,US,2,82920
898,2023,SE,1,Data Scientist,0,US,2,185900
899,2023,SE,1,Data Scientist,0,US,2,129300
900,2023,MI,1,Machine Learning Scientist,0,US,1,200000
901,2023,MI,1,Machine Learning Scientist,0,US,1,125000
902,2023,SE,1,Data Scientist,0,US,2,201000
903,2023,SE,1,Data Scientist,0,US,2,122000
904,2023,SE,1,Machine Learning Engineer,0,US,2,204500
905,2023,SE,1,Machine Learning Engineer,0,US,2,142200
906,2023,SE,1,Data Manager,0,US,2,155000
907,2023,SE,1,Data Manager,0,US,2,140000
908,2023,MI,1,Machine Learning Infrastructure Engineer,0,US,2,205920
909,2023,MI,1,Machine Learning Infrastructure Engineer,0,US,2,171600
910,2023,SE,1,Data Engineer,100,US,2,121500
911,2023,SE,1,Data Engineer,100,US,2,78000
912,2023,MI,1,Data Engineer,0,US,2,154000
913,2023,MI,1,Data Engineer,0,US,2,116000
914,2023,SE,1,Data Scientist,0,US,2,190000
915,2023,SE,1,Data Scientist,0,US,2,136000
916,2023,MI,1,Data Analyst,100,GB,2,91650
917,2023,MI,1,Data Analyst,100,GB,2,50830.5
918,2023,SE,1,Data Analyst,0,US,2,180000
919,2023,SE,1,Data Analyst,0,US,2,110000
920,2023,SE,1,Data Scientist,100,US,2,275300
921,2023,SE,1,Data Scientist,100,US,2,183000
922,2023,SE,1,Data Engineer,0,US,2,170000
923,2023,SE,1,Data Engineer,0,US,2,140000
924,2023,SE,1,Data Engineer,0,US,2,154000
925,2023,SE,1,Data Engineer,0,US,2,116000
926,2023,SE,1,Data Engineer,100,US,2,160000
927,2023,SE,1,Data Engineer,100,US,2,130000
928,2023,MI,1,Data Engineer,0,US,2,200000
929,2023,MI,1,Data Engineer,0,US,2,120000
930,2023,SE,1,Data Scientist,100,US,2,175000
931,2023,SE,1,Data Scientist,100,US,2,160000
932,2023,MI,1,Data Engineer,0,GB,2,148050
933,2023,MI,1,Data Engineer,0,GB,2,119850
934,2023,SE,1,Data Engineer,0,US,2,153600
935,2023,SE,1,Data Engineer,0,US,2,106800
936,2023,EN,1,Data Analyst,100,US,2,85000
937,2023,EN,1,Data Analyst,100,US,2,75000
938,2023,SE,1,Data Scientist,0,US,2,225000
939,2023,SE,1,Data Scientist,0,US,2,156400
940,2023,SE,1,Analytics Engineer,0,US,2,150000
941,2023,SE,1,Analytics Engineer,0,US,2,120000
942,2023,SE,1,Machine Learning Engineer,0,US,2,163800
943,2023,SE,1,Machine Learning Engineer,0,US,2,126000
944,2023,SE,1,Data Analyst,100,US,2,145000
945,2023,SE,1,Data Analyst,100,US,2,90000
946,2023,SE,1,Machine Learning Engineer,0,US,2,204500
947,2023,SE,1,Machine Learning Engineer,0,US,2,142200
948,2023,SE,1,Data Analyst,0,US,2,95000
949,2023,SE,1,Data Analyst,0,US,2,85500
950,2023,SE,1,Data Engineer,0,US,2,167500
951,2023,SE,1,Data Engineer,0,US,2,106500
952,2023,SE,1,Data Engineer,0,US,2,163800
953,2023,SE,1,Data Engineer,0,US,2,126000
954,2023,MI,1,Data Analytics Manager,0,US,2,155000
955,2023,MI,1,Data Analytics Manager,0,US,2,140000
956,2023,SE,1,Research Scientist,0,US,2,250000
957,2023,SE,1,Research Scientist,0,US,2,200000
958,2023,SE,1,Data Scientist,0,US,2,260000
959,2023,SE,1,Data Scientist,0,US,2,186000
960,2023,SE,1,Data Engineer,100,US,2,160000
961,2023,SE,1,Data Engineer,100,US,2,130000
962,2023,SE,1,Research Scientist,0,US,2,200000
963,2023,SE,1,Research Scientist,0,US,2,150000
964,2023,SE,1,Data Scientist,0,ES,2,54900
965,2023,SE,1,Data Scientist,0,ES,2,43920
966,2023,SE,1,Data Scientist,0,US,2,150000
967,2023,SE,1,Data Scientist,0,US,2,120000
968,2023,EN,1,Data Analyst,50,IN,2,30000
969,2023,MI,1,Research Scientist,0,US,2,185000
970,2023,MI,1,Research Scientist,0,US,2,125000
971,2022,EN,4,Data Analyst,100,US,1,34320
972,2022,MI,1,Business Data Analyst,100,BR,2,9120
973,2023,SE,1,Head of Data,100,PT,3,85400
974,2022,EX,1,Data Science Manager,0,RU,3,106000
975,2023,SE,1,Data Analyst,100,US,2,175000
976,2023,SE,1,Data Analyst,100,US,2,130000
977,2023,SE,1,Data Analyst,100,US,2,122000
978,2023,SE,1,Data Analyst,100,US,2,93800
979,2023,SE,1,Data Science Manager,100,MX,2,150000
980,2023,SE,1,Data Science Manager,100,MX,2,90000
981,2023,SE,1,Data Analyst,100,US,2,165000
982,2023,SE,1,Data Analyst,100,US,2,112000
983,2023,EN,1,Computer Vision Engineer,0,US,2,220000
984,2023,SE,1,BI Data Analyst,100,DE,2,81740
985,2023,EN,1,AI Developer,0,DE,2,73200
986,2023,SE,1,Machine Learning Engineer,0,US,2,204500
987,2023,SE,1,Machine Learning Engineer,0,US,2,142200
988,2023,SE,1,Data Analyst,100,IN,1,18200
989,2023,MI,1,Machine Learning Engineer,0,US,2,200000
990,2023,MI,1,Machine Learning Engineer,0,US,2,175000
991,2023,SE,1,Data Engineer,0,US,2,185900
992,2023,SE,1,Data Engineer,0,US,2,129300
993,2023,SE,1,Data Analyst,0,US,2,185900
994,2023,SE,1,Data Analyst,0,US,2,121700
995,2023,SE,1,Machine Learning Engineer,0,US,2,204500
996,2023,SE,1,Machine Learning Engineer,0,US,2,142200
997,2023,MI,1,Data Scientist,50,FR,3,40000
998,2023,SE,1,Data Science Consultant,50,TH,2,31000
999,2023,SE,1,Data Analyst,0,US,2,180180
1000,2023,SE,1,Data Analyst,0,US,2,106020
1001,2023,SE,1,Data Scientist,100,US,2,136000
1002,2023,SE,1,Data Scientist,100,US,2,104000
1003,2023,SE,1,Data Analyst,0,US,2,125000
1004,2023,SE,1,Data Analyst,0,US,2,110000
1005,2023,SE,1,Machine Learning Engineer,0,US,2,153400
1006,2023,SE,1,Machine Learning Engineer,0,US,2,122700
1008,2023,EX,1,Data Engineer,100,US,2,239000
1009,2023,SE,1,Data Analyst,0,US,2,152380
1010,2023,SE,1,Data Analyst,0,US,2,121904
1011,2023,SE,1,Data Scientist,0,US,2,185900
1012,2023,SE,1,Data Scientist,0,US,2,129300
1013,2023,SE,1,Machine Learning Engineer,0,US,2,247500
1014,2023,SE,1,Machine Learning Engineer,0,US,2,172200
1015,2023,SE,1,Data Architect,0,US,2,168400
1016,2023,SE,1,Data Architect,0,US,2,105200
1017,2023,SE,1,Machine Learning Engineer,0,US,2,128280
1018,2023,SE,1,Machine Learning Engineer,0,US,2,106900
1019,2022,SE,1,Lead Data Scientist,100,US,3,192000
1020,2023,MI,1,Data Engineer,0,US,2,140000
1021,2023,MI,1,Data Engineer,0,US,2,100000
1022,2023,SE,1,Research Engineer,100,DE,1,122000
1023,2023,SE,1,Research Engineer,100,DE,1,97600
1024,2023,SE,1,Machine Learning Engineer,0,DE,2,275000
1025,2023,SE,1,Machine Learning Engineer,0,DE,2,174000
1026,2023,SE,1,Data Engineer,0,US,2,139500
1027,2023,SE,1,Data Engineer,0,US,2,109400
1028,2023,SE,1,Machine Learning Engineer,0,US,2,139500
1029,2023,SE,1,Machine Learning Engineer,0,US,2,109400
1030,2023,SE,1,Data Analyst,100,US,2,170500
1031,2023,SE,1,Data Analyst,100,US,2,85000
1032,2023,SE,1,Data Manager,0,GB,2,84638.07
1033,2023,SE,1,Data Manager,0,GB,2,63079.17
1034,2023,EX,1,Head of Data Science,0,GB,2,185977.59
1035,2023,EX,1,Head of Data Science,0,GB,2,147896.31
1036,2023,SE,1,Data Engineer,0,US,2,80000
1037,2023,SE,1,Data Engineer,0,US,2,65000
1038,2023,SE,1,Data Engineer,0,US,2,124740
1039,2023,SE,1,Data Engineer,0,US,2,65488
1040,2023,SE,1,Data Quality Analyst,0,US,2,72200
1041,2023,SE,1,Data Quality Analyst,0,US,2,64980
1042,2023,SE,1,Data Engineer,0,US,2,153600
1043,2023,SE,1,Data Engineer,0,US,2,106800
1044,2023,SE,1,Data Analyst,100,US,2,179975
1045,2023,SE,1,Data Analyst,100,US,2,86466
1046,2023,SE,1,Data Engineer,0,US,2,120000
1047,2023,SE,1,Data Engineer,0,US,2,90000
1048,2023,MI,1,Insight Analyst,0,GB,2,59220
1049,2023,MI,1,Insight Analyst,0,GB,2,49350
1050,2023,SE,1,Data Scientist,0,US,2,149076
1051,2023,SE,1,Data Scientist,0,US,2,82365
1052,2023,SE,1,Data Analyst,0,US,2,169000
1053,2023,SE,1,Data Analyst,0,US,2,110600
1054,2023,SE,1,Data Science Manager,0,US,2,175000
1055,2023,SE,1,Data Science Manager,0,US,2,120000
1056,2023,SE,1,Data Analyst,0,US,2,230000
1057,2023,SE,1,Data Analyst,0,US,2,180000
1058,2023,SE,1,Data Analyst,0,US,2,153600
1059,2023,SE,1,Data Analyst,0,US,2,106800
1060,2023,SE,1,Data Manager,0,US,2,140000
1061,2023,SE,1,Data Manager,0,US,2,120000
1062,2023,SE,1,Machine Learning Infrastructure Engineer,0,US,2,205920
